RK,team_id,GP,PTS/G,OPP PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
28,IND,16,23.6,378,1050,5638,5.4,335,91,610,32:05:00,-14,1993,REG,defense
1,MIN,1,17.0,17,67,270,4.0,17,2,20,35:23:00,-1,1993,POST,defense
2,DET,1,28.0,28,51,293,5.7,16,6,49,24:26:00,-1,1993,POST,defense
3,HOU,1,28.0,28,58,354,6.1,18,7,51,24:18:00,-1,1993,POST,defense
4,PIT,1,27.0,27,81,401,5.0,28,4,25,36:05:00,0,1993,POST,defense
5,DEN,1,42.0,42,53,427,8.1,19,17,130,28:51:00,-1,1993,POST,defense
6,SF,2,20.5,41,121,571,4.7,36,8,53,29:24:00,1,1993,POST,defense
7,NYG,2,27.0,54,124,673,5.4,36,12,78,30:41:00,-1,1993,POST,defense
8,LVR,2,26.5,53,143,742,5.2,51,12,112,29:06:00,1,1993,POST,defense
9,GB,2,25.5,51,132,791,6.0,48,10,74,35:03:00,0,1993,POST,defense
10,BUF,3,22.0,66,198,1004,5.1,57,21,156,32:15:00,-1,1993,POST,defense
11,DAL,3,17.0,51,210,1031,4.9,65,11,86,26:49:00,4,1993,POST,defense
12,KC,3,24.7,74,219,1039,4.7,70,10,113,34:47:00,0,1993,POST,defense
1,DAL,16,15.5,248,1006,4314,4.3,273,102,829,29:32:00,7,1994,REG,defense
2,PIT,16,14.6,234,1010,4330,4.3,263,92,764,29:44:00,10,1994,REG,defense
3,ARI,16,16.7,267,909,4408,4.8,246,106,790,28:57:00,8,1994,REG,defense
4,PHI,16,19.2,308,981,4710,4.8,275,99,849,29:13:00,10,1994,REG,defense
5,MIN,16,19.6,314,988,4742,4.8,288,84,614,28:23:00,-1,1994,REG,defense
6,GB,16,17.9,287,1023,4765,4.7,281,82,661,29:12:00,10,1994,REG,defense
7,CLE,16,12.8,204,1090,4823,4.4,304,129,1138,31:16:00,-2,1994,REG,defense
8,SF,16,18.5,296,996,4839,4.9,285,108,912,28:21:00,11,1994,REG,defense
9,HOU,16,22.0,352,970,4915,5.1,275,102,802,31:16:00,-15,1994,REG,defense
10,LVR,16,20.4,327,1045,4943,4.7,305,113,813,31:42:00,-5,1994,REG,defense
11,NYG,16,19.1,305,973,4950,5.1,281,130,1122,30:44:00,7,1994,REG,defense
12,KC,16,18.6,298,989,5006,5.1,289,120,924,29:26:00,13,1994,REG,defense
13,CHI,16,19.2,307,983,5008,5.1,275,80,645,29:48:00,-5,1994,REG,defense
14,LAC,16,19.1,306,1004,5046,5.0,309,110,984,30:41:00,10,1994,REG,defense
15,CIN,16,25.4,406,1053,5154,4.9,310,99,856,33:24:00,-23,1994,REG,defense
16,LAR,16,22.8,365,1063,5171,4.9,334,115,1015,32:01:00,-11,1994,REG,defense
17,BUF,16,22.2,356,1007,5182,5.1,295,101,769,31:39:00,-5,1994,REG,defense
18,NE,16,19.5,312,1006,5207,5.2,280,111,794,28:00:00,2,1994,REG,defense
19,MIA,16,20.4,327,1000,5224,5.2,305,82,653,29:42:00,1,1994,REG,defense
20,IND,16,20.0,320,1092,5300,4.9,312,111,809,31:28:00,-3,1994,REG,defense
21,SEA,16,20.2,323,1079,5332,4.9,317,102,759,32:34:00,1,1994,REG,defense
22,TB,16,21.9,351,986,5336,5.4,299,94,690,30:09:00,-2,1994,REG,defense
23,NYJ,16,20.0,320,1014,5345,5.3,315,63,489,30:14:00,9,1994,REG,defense
24,DET,16,21.4,342,1086,5405,5.0,326,130,1004,35:50:00,-1,1994,REG,defense
25,NO,16,25.4,407,1053,5570,5.3,337,106,926,31:56:00,-1,1994,REG,defense
26,WAS,16,25.8,412,1081,5606,5.2,332,98,839,33:26:00,-17,1994,REG,defense
27,ATL,16,24.1,385,1038,5829,5.6,331,112,853,31:01:00,-3,1994,REG,defense
28,DEN,16,24.8,396,1023,5907,5.8,304,134,1031,30:32:00,-5,1994,REG,defense
1,MIN,1,35.0,35,54,308,5.7,18,6,30,25:21:00,-2,1994,POST,defense
2,DET,1,16.0,16,74,336,4.5,18,3,35,37:28:00,0,1994,POST,defense
3,NE,1,20.0,20,66,379,5.7,22,4,25,35:42:00,-2,1994,POST,defense
4,KC,1,27.0,27,61,381,6.2,22,6,50,32:30:00,-2,1994,POST,defense
5,PIT,2,13.0,26,97,412,4.2,23,5,32,20:10,1,1994,POST,defense
6,GB,2,23.5,47,119,621,5.2,36,11,76,28:50:00,1,1994,POST,defense
7,DAL,2,23.5,47,130,621,4.8,37,12,73,26:28:00,-5,1994,POST,defense
8,CHI,2,31.0,62,146,719,4.9,49,14,101,32:30:00,1,1994,POST,defense
9,CLE,2,21.0,42,142,727,5.1,43,7,71,33:22:00,1,1994,POST,defense
10,MIA,2,19.5,39,145,880,6.1,52,9,82,33:25:00,5,1994,POST,defense
11,SF,3,23.0,69,226,1052,4.7,69,19,193,31:42:00,8,1994,POST,defense
12,LAC,3,27.7,83,200,1146,5.7,67,18,176,30:48:00,-6,1994,POST,defense
1,SF,16,16.1,258,999,4398,4.4,264,75,556,28:05:00,6,1995,REG,defense
2,KC,16,15.1,241,1047,4547,4.3,290,109,837,29:28:00,12,1995,REG,defense
3,PIT,16,20.4,327,943,4552,4.8,272,101,931,28:38:00,0,1995,REG,defense
4,PHI,16,21.1,338,1011,4647,4.6,281,87,727,30:52:00,3,1995,REG,defense
5,HOU,16,20.2,324,983,4651,4.7,267,121,980,28:57:00,-1,1995,REG,defense
6,NYJ,16,24.0,384,1066,4756,4.5,301,97,759,31:53:00,-8,1995,REG,defense
7,IND,16,19.8,316,1016,5027,4.9,305,111,938,29:42:00,4,1995,REG,defense
8,CAR,16,20.3,325,1072,5031,4.7,289,113,808,31:45:00,-2,1995,REG,defense
9,LAC,16,20.2,323,1019,5047,5.0,314,118,951,31:37:00,-5,1995,REG,defense
10,DAL,16,18.2,291,1001,5060,5.1,300,112,918,29:46:00,3,1995,REG,defense
11,LVR,16,20.8,332,1008,5104,5.1,292,93,725,30:33:00,0,1995,REG,defense
12,LAR,16,26.1,418,981,5112,5.2,303,85,682,29:56:00,-1,1995,REG,defense
13,BUF,16,20.9,335,1084,5128,4.7,287,117,894,32:44:00,2,1995,REG,defense
14,GB,16,19.6,314,1029,5166,5.0,303,98,738,29:54:00,-5,1995,REG,defense
15,DEN,16,21.6,345,1020,5195,5.1,322,103,848,30:51:00,-10,1995,REG,defense
16,MIA,16,20.8,332,1000,5240,5.2,310,83,739,29:47:00,-2,1995,REG,defense
17,NYG,16,21.2,340,1037,5287,5.1,336,92,662,31:00:00,3,1995,REG,defense
18,WAS,16,22.4,359,1060,5400,5.1,323,100,780,32:45:00,4,1995,REG,defense
19,CHI,16,22.5,360,1028,5431,5.3,316,106,820,30:20:00,1,1995,REG,defense
20,MIN,16,24.1,385,1017,5443,5.4,312,100,707,29:42:00,11,1995,REG,defense
21,JAX,16,25.2,404,1030,5517,5.4,321,102,965,31:26:00,0,1995,REG,defense
22,NO,16,21.8,348,1058,5570,5.3,320,109,830,32:06:00,3,1995,REG,defense
23,DET,16,21.0,336,1036,5601,5.4,350,120,1001,32:36:00,10,1995,REG,defense
24,SEA,16,22.9,366,1079,5670,5.3,320,113,891,32:52:00,-8,1995,REG,defense
25,CLE,16,22.2,356,1083,5680,5.2,343,107,743,32:48:00,-5,1995,REG,defense
26,ARI,16,26.4,422,994,5699,5.7,310,120,850,30:41:00,0,1995,REG,defense
27,TB,16,20.9,335,1030,5715,5.5,336,87,698,32:45:00,-7,1995,REG,defense
28,NE,16,23.6,377,1035,5773,5.6,308,104,816,31:42:00,-7,1995,REG,defense
29,ATL,16,21.8,349,1084,6075,5.6,340,94,688,31:58:00,7,1995,REG,defense
30,CIN,16,23.4,374,1130,6330,5.6,354,116,1143,33:22:00,-8,1995,REG,defense
1,KC,1,10.0,10,68,249,3.7,16,6,38,33:14:00,-3,1995,POST,defense
2,ATL,1,37.0,37,65,307,4.7,23,5,36,31:05:00,-2,1995,POST,defense
3,LAC,1,35.0,35,58,333,5.7,19,4,30,28:51:00,-3,1995,POST,defense
4,SF,1,27.0,27,57,368,6.5,18,5,35,30:16:00,-4,1995,POST,defense
5,DET,1,58.0,58,69,452,6.6,22,8,80,34:38:00,-6,1995,POST,defense
6,MIA,1,37.0,37,74,536,7.2,27,5,29,34:32:00,-2,1995,POST,defense
7,PHI,2,33.5,67,133,819,6.2,47,15,154,31:34:00,6,1995,POST,defense
8,PIT,3,21.3,64,172,832,4.8,49,15,107,26:14:00,-2,1995,POST,defense
9,DAL,3,18.3,55,197,865,4.4,55,16,120,26:22:00,5,1995,POST,defense
10,BUF,2,31.0,62,158,911,5.8,49,9,56,32:46:00,0,1995,POST,defense
11,IND,3,15.7,47,207,995,4.8,63,11,78,29:06:00,7,1995,POST,defense
12,GB,3,25.0,75,230,1174,5.1,70,19,204,33:32:00,4,1995,POST,defense
1,GB,16,13.1,210,983,4153,4.2,249,109,798,28:13:00,16,1996,REG,defense
2,PIT,16,16.1,257,1008,4363,4.3,286,97,746,30:53:00,7,1996,REG,defense
3,DAL,16,15.6,250,960,4377,4.6,261,96,707,29:19:00,5,1996,REG,defense
4,DEN,16,17.2,275,951,4470,4.7,260,119,834,27:43:00,0,1996,REG,defense
5,PHI,16,21.3,341,960,4564,4.8,264,99,710,28:48:00,-2,1996,REG,defense
6,HOU,16,19.9,319,957,4609,4.8,270,89,672,28:10:00,-3,1996,REG,defense
7,SF,16,16.1,257,1022,4658,4.6,269,98,820,29:55:00,10,1996,REG,defense
8,LVR,16,18.3,293,1010,4713,4.7,293,113,965,30:04:00,-5,1996,REG,defense
9,BUF,16,16.6,266,1106,4737,4.3,284,86,607,32:19:00,-7,1996,REG,defense
10,CAR,16,13.6,218,988,4776,4.8,251,134,1150,29:12:00,12,1996,REG,defense
11,TB,16,18.3,293,978,4815,4.9,296,92,786,30:33:00,-7,1996,REG,defense
12,CHI,16,19.1,305,980,4883,5.0,295,113,849,29:01:00,1,1996,REG,defense
13,NO,16,21.2,339,1026,4910,4.8,287,102,823,32:27:00,-16,1996,REG,defense
14,NYG,16,18.6,297,1049,5053,4.8,286,100,781,31:32:00,1,1996,REG,defense
15,MIN,16,19.7,315,1025,5088,5.0,309,106,840,30:10:00,5,1996,REG,defense
16,JAX,16,20.9,335,995,5098,5.1,316,99,801,29:03:00,-3,1996,REG,defense
17,MIA,16,20.3,325,989,5191,5.2,306,98,786,29:52:00,12,1996,REG,defense
18,KC,16,18.8,300,1008,5200,5.2,296,103,876,29:21:00,4,1996,REG,defense
19,NE,16,19.6,313,1063,5309,5.0,305,139,1185,30:54:00,7,1996,REG,defense
20,DET,16,23.0,368,1045,5353,5.1,324,115,938,33:03:00,-7,1996,REG,defense
21,ARI,16,24.8,397,1063,5365,5.0,337,104,841,32:47:00,-9,1996,REG,defense
22,IND,16,20.9,334,1021,5403,5.3,305,120,962,30:52:00,-3,1996,REG,defense
23,LAC,16,23.5,376,1101,5438,4.9,321,116,980,32:25:00,3,1996,REG,defense
24,SEA,16,23.5,376,1067,5445,5.1,325,97,799,32:56:00,3,1996,REG,defense
25,CIN,16,23.1,369,1050,5455,5.2,318,102,768,29:39:00,19,1996,REG,defense
26,LAR,16,25.6,409,1068,5508,5.2,329,112,820,33:36:00,-5,1996,REG,defense
27,NYJ,16,28.4,454,1024,5558,5.4,304,108,908,31:34:00,-21,1996,REG,defense
28,WAS,16,19.5,312,1115,5702,5.1,358,102,867,33:06:00,12,1996,REG,defense
29,ATL,16,28.8,461,994,5781,5.8,309,106,816,30:08:00,-18,1996,REG,defense
30,BAL,16,27.6,441,1071,5886,5.5,351,104,744,34:44:00,-11,1996,REG,defense
1,PHI,1,14.0,14,56,279,5.0,17,4,38,29:45:00,-3,1996,POST,defense
2,IND,1,42.0,42,73,407,5.6,24,3,19,37:36:00,1,1996,POST,defense
3,BUF,1,30.0,30,70,409,5.8,18,6,42,33:06:00,-1,1996,POST,defense
4,MIN,1,40.0,40,78,438,5.6,27,5,54,42:03:00,-3,1996,POST,defense
5,DEN,1,30.0,30,67,443,6.6,22,3,18,32:24:00,0,1996,POST,defense
6,PIT,2,21.0,42,112,492,4.4,25,8,51,27:52:00,-1,1996,POST,defense
7,SF,2,17.5,35,117,493,4.2,31,4,25,32:06:00,-1,1996,POST,defense
8,DAL,2,20.5,41,103,495,4.8,30,8,53,24:40:00,2,1996,POST,defense
9,GB,3,16.0,48,179,704,3.9,40,12,89,25:35:00,9,1996,POST,defense
10,CAR,2,23.5,47,137,723,5.3,43,11,106,34:20:00,0,1996,POST,defense
11,NE,3,14.7,44,209,825,3.9,46,10,79,33:32:00,-2,1996,POST,defense
12,JAX,3,24.7,74,187,893,4.8,53,16,108,27:36:00,-1,1996,POST,defense
1,SF,16,16.6,265,947,4023,4.2,243,91,742,27:24:00,22,1997,REG,defense
2,DAL,16,19.6,314,1022,4518,4.4,282,99,757,31:41:00,-4,1997,REG,defense
3,TB,16,16.4,263,982,4640,4.7,265,93,813,31:38:00,2,1997,REG,defense
4,NO,16,20.4,327,1075,4641,4.3,280,109,894,32:14:00,-24,1997,REG,defense
5,DEN,16,17.9,287,951,4660,4.9,258,130,1118,28:16:00,11,1997,REG,defense
6,PIT,16,19.2,307,1005,4703,4.7,286,90,708,28:23:00,0,1997,REG,defense
7,GB,16,17.6,282,1049,4827,4.6,288,114,841,30:55:00,0,1997,REG,defense
8,SEA,16,22.6,362,959,4848,5.1,286,100,820,30:37:00,-4,1997,REG,defense
9,BUF,16,22.9,367,1043,4853,4.7,265,98,993,32:27:00,-20,1997,REG,defense
10,IND,16,25.1,401,928,4854,5.2,280,102,864,27:04:00,-2,1997,REG,defense
11,KC,16,14.5,232,974,4880,5.0,278,113,976,29:07:00,14,1997,REG,defense
12,CHI,16,26.3,421,935,4888,5.2,282,93,763,27:07:00,-12,1997,REG,defense
13,PHI,16,23.2,372,1008,4928,4.9,286,86,708,29:10:00,-5,1997,REG,defense
14,DET,16,19.1,306,1022,4941,4.8,268,112,841,31:27:00,-3,1997,REG,defense
15,CAR,16,19.6,314,1023,4979,4.9,289,98,757,30:17:00,-17,1997,REG,defense
16,WAS,16,18.1,289,1057,5030,4.8,293,96,849,31:05:00,1,1997,REG,defense
17,LAR,16,22.4,359,1014,5051,5.0,297,133,1061,30:13:00,9,1997,REG,defense
18,NYG,16,16.6,265,1082,5065,4.7,311,122,1056,31:05:00,24,1997,REG,defense
19,NE,16,18.1,289,1100,5075,4.6,322,106,763,32:17:00,10,1997,REG,defense
20,ATL,16,22.6,361,958,5092,5.3,274,116,868,29:39:00,4,1997,REG,defense
21,LAC,16,26.6,425,1050,5165,4.9,308,102,788,31:38:00,-9,1997,REG,defense
22,TEN,16,19.4,310,993,5230,5.3,292,95,830,29:50:00,4,1997,REG,defense
23,JAX,16,19.9,318,1036,5247,5.1,320,91,799,31:32:00,10,1997,REG,defense
24,NYJ,16,17.9,287,1057,5320,5.0,302,100,832,31:44:00,3,1997,REG,defense
25,MIA,16,20.4,327,1005,5366,5.3,299,93,892,30:52:00,6,1997,REG,defense
26,BAL,16,21.6,345,1068,5370,5.0,306,106,826,32:09:00,-4,1997,REG,defense
27,ARI,16,23.7,379,1046,5409,5.2,298,113,991,32:32:00,-22,1997,REG,defense
28,CIN,16,25.3,405,1090,5682,5.2,351,107,951,32:02:00,2,1997,REG,defense
29,MIN,16,22.4,359,1029,5687,5.5,325,81,633,30:14:00,6,1997,REG,defense
30,LVR,16,26.2,419,1108,6116,5.5,346,118,983,34:50:00,-2,1997,REG,defense
1,MIA,1,17.0,17,66,228,3.5,15,5,31,33:51:00,-3,1997,POST,defense
2,KC,1,14.0,14,52,272,5.2,16,8,64,28:54:00,2,1997,POST,defense
3,NYG,1,23.0,23,66,293,4.4,16,3,21,27:57:00,1,1997,POST,defense
4,DET,1,20.0,20,60,316,5.3,15,4,25,31:37:00,1,1997,POST,defense
5,NE,2,5.0,10,134,441,3.3,26,10,62,31:53:00,0,1997,POST,defense
6,JAX,1,42.0,42,76,511,6.7,28,9,94,40:59:00,0,1997,POST,defense
7,TB,2,15.5,31,133,596,4.5,34,11,110,30:13:00,0,1997,POST,defense
8,PIT,2,15.0,30,128,625,4.9,38,11,89,27:12:00,1,1997,POST,defense
9,MIN,2,30.0,60,141,660,4.7,44,11,97,35:04:00,-2,1997,POST,defense
10,SF,2,22.5,45,117,703,6.0,35,21,153,27:48:00,-1,1997,POST,defense
11,GB,3,16.0,48,187,822,4.4,51,16,167,30:34:00,0,1997,POST,defense
12,DEN,4,18.0,72,243,1244,5.1,76,29,249,27:55:00,1,1997,POST,defense
1,LAC,16,21.4,342,991,4200,4.2,255,119,1004,29:43:00,-24,1998,REG,defense
2,TB,16,18.4,295,925,4348,4.7,245,89,669,28:02:00,-5,1998,REG,defense
3,MIA,16,16.6,265,944,4434,4.7,258,97,875,28:58:00,8,1998,REG,defense
4,GB,16,19.9,319,980,4507,4.6,247,94,828,28:23:00,-11,1998,REG,defense
5,LVR,16,22.2,356,1019,4550,4.5,274,115,924,31:09:00,-8,1998,REG,defense
6,NYJ,16,16.6,266,980,4685,4.8,264,109,967,28:50:00,6,1998,REG,defense
7,BUF,16,20.8,333,949,4691,4.9,283,104,836,28:44:00,10,1998,REG,defense
8,ATL,16,18.1,289,949,4739,5.0,267,119,858,27:50:00,19,1998,REG,defense
9,KC,16,22.7,363,1010,4849,4.8,321,138,1292,30:07:00,1,1998,REG,defense
10,LAR,16,23.6,378,1004,4896,4.9,282,112,915,31:01:00,-10,1998,REG,defense
11,DEN,16,19.3,309,999,4935,4.9,283,113,865,28:53:00,10,1998,REG,defense
12,PIT,16,18.9,303,1002,4963,5.0,266,106,854,30:46:00,-2,1998,REG,defense
13,MIN,16,18.5,296,997,5066,5.1,299,133,1157,30:02:00,14,1998,REG,defense
14,CHI,16,23.0,368,963,5108,5.3,300,102,847,31:34:00,-6,1998,REG,defense
15,DET,16,23.6,378,1002,5116,5.1,308,100,784,31:48:00,-4,1998,REG,defense
16,TEN,16,20.0,320,955,5123,5.4,280,93,704,28:20:00,0,1998,REG,defense
17,PHI,16,21.5,344,1019,5131,5.0,286,113,904,31:44:00,-9,1998,REG,defense
18,DAL,16,17.2,275,988,5162,5.2,277,121,917,28:10:00,11,1998,REG,defense
19,NYG,16,19.3,309,1051,5167,4.9,286,125,966,32:42:00,2,1998,REG,defense
20,NE,16,20.6,329,1053,5196,4.9,305,104,787,32:35:00,7,1998,REG,defense
21,ARI,16,23.6,378,1048,5260,5.0,321,115,956,31:51:00,2,1998,REG,defense
22,BAL,16,20.9,335,1051,5298,5.0,297,122,998,32:56:00,-8,1998,REG,defense
23,SF,16,20.5,328,1012,5343,5.3,298,101,800,29:03:00,3,1998,REG,defense
24,WAS,16,26.3,421,1057,5354,5.1,303,96,824,31:26:00,-7,1998,REG,defense
25,JAX,16,21.1,338,1057,5558,5.3,313,109,953,31:01:00,10,1998,REG,defense
26,NO,16,22.4,359,1053,5688,5.4,325,132,1164,32:10:00,0,1998,REG,defense
27,SEA,16,19.4,310,1137,5689,5.0,337,130,1157,33:55:00,8,1998,REG,defense
28,CIN,16,28.2,452,992,5766,5.8,309,127,1007,31:22:00,-2,1998,REG,defense
29,CAR,16,25.8,413,1029,5814,5.7,314,110,883,32:59:00,-1,1998,REG,defense
30,IND,16,27.8,444,1043,5833,5.6,343,110,922,32:25:00,-14,1998,REG,defense
1,NE,1,25.0,25,73,308,4.2,17,4,35,32:00:00,-3,1998,POST,defense
2,DAL,1,20.0,20,65,346,5.3,14,7,55,30:02:00,-1,1998,POST,defense
3,GB,1,30.0,30,65,347,5.3,20,6,50,31:03:00,-1,1998,POST,defense
4,BUF,1,24.0,24,69,352,5.1,25,6,75,37:32:00,-3,1998,POST,defense
5,NYJ,2,23.5,47,128,582,4.5,28,9,72,27:52:00,-5,1998,POST,defense
6,JAX,2,22.0,44,142,635,4.5,43,11,88,34:38:00,2,1998,POST,defense
7,ARI,2,24.0,48,138,676,4.9,46,14,73,32:47:00,-1,1998,POST,defense
8,SF,2,23.5,47,118,692,5.9,40,10,93,31:50:00,-1,1998,POST,defense
9,MIN,2,25.5,51,139,743,5.3,48,17,133,31:44:00,2,1998,POST,defense
10,MIA,2,27.5,55,119,840,7.1,47,14,134,27:26:00,0,1998,POST,defense
11,DEN,3,10.7,32,176,959,5.4,53,16,106,28:44:00,12,1998,POST,defense
12,ATL,3,26.3,79,208,1147,5.5,63,18,138,32:49:00,-1,1998,POST,defense
1,BUF,16,14.3,229,949,4046,4.3,244,97,790,28:11:00,-6,1999,REG,defense
2,BAL,16,17.3,277,1041,4211,4.0,260,122,1118,31:41:00,0,1999,REG,defense
3,TB,16,14.7,235,974,4280,4.4,228,91,739,28:49:00,-5,1999,REG,defense
4,JAX,16,13.6,217,952,4332,4.6,248,95,723,28:02:00,12,1999,REG,defense
5,MIA,16,21.0,336,936,4399,4.7,252,81,703,28:26:00,-6,1999,REG,defense
6,LAR,16,15.1,242,990,4701,4.7,263,114,1003,28:10:00,5,1999,REG,defense
7,DEN,16,19.9,318,961,4753,4.9,267,114,1016,29:03:00,-2,1999,REG,defense
8,NE,16,17.8,284,1048,4803,4.6,281,101,760,32:39:00,-2,1999,REG,defense
9,DAL,16,17.2,276,995,4820,4.8,266,109,847,28:16:00,10,1999,REG,defense
10,LVR,16,20.6,329,981,4880,5.0,267,114,861,28:09:00,4,1999,REG,defense
11,PIT,16,20.0,320,953,4883,5.1,260,101,813,29:32:00,3,1999,REG,defense
12,LAC,16,19.8,316,1022,4897,4.8,279,117,909,30:09:00,-8,1999,REG,defense
13,NYG,16,22.4,358,990,4974,5.0,270,92,750,30:37:00,-9,1999,REG,defense
14,KC,16,20.1,322,1033,5040,4.9,282,107,787,30:42:00,21,1999,REG,defense
15,ATL,16,23.8,380,995,5223,5.2,293,127,1010,31:21:00,-17,1999,REG,defense
16,IND,16,20.8,333,1008,5227,5.2,305,130,1088,29:15:00,-7,1999,REG,defense
17,TEN,16,20.2,324,994,5243,5.3,300,128,997,28:30:00,18,1999,REG,defense
18,DET,16,20.2,323,1017,5291,5.2,305,103,829,31:45:00,10,1999,REG,defense
19,GB,16,21.3,341,1041,5314,5.1,304,99,993,31:47:00,6,1999,REG,defense
20,NO,16,27.1,434,966,5318,5.5,296,124,1006,29:05:00,-5,1999,REG,defense
21,NYJ,16,19.3,309,1030,5371,5.2,299,77,685,29:15:00,14,1999,REG,defense
22,ARI,16,23.9,382,1068,5426,5.1,301,111,923,33:50:00,-12,1999,REG,defense
23,SEA,16,18.6,298,1104,5428,4.9,313,129,990,32:17:00,4,1999,REG,defense
24,PHI,16,22.3,357,1124,5461,4.9,328,89,719,33:15:00,6,1999,REG,defense
25,CIN,16,28.8,460,1010,5497,5.4,316,106,835,30:01:00,-5,1999,REG,defense
26,CAR,16,23.8,381,1041,5513,5.3,331,109,877,31:37:00,-5,1999,REG,defense
27,MIN,16,20.9,335,1064,5605,5.3,320,109,880,31:51:00,-11,1999,REG,defense
28,SF,16,28.3,453,979,5689,5.8,316,97,776,30:48:00,-12,1999,REG,defense
29,CHI,16,21.3,341,1058,5703,5.4,311,89,720,31:57:00,-3,1999,REG,defense
30,WAS,16,23.6,377,1068,5705,5.3,322,102,1136,31:41:00,12,1999,REG,defense
31,CLE,16,27.3,437,1155,6013,5.2,365,88,770,36:20:00,-10,1999,REG,defense
1,BUF,1,22.0,22,66,194,2.9,16,2,12,35:06:00,0,1999,POST,defense
2,SEA,1,20.0,20,68,299,4.4,18,6,67,34:48:00,-2,1999,POST,defense
3,IND,1,19.0,19,57,309,5.4,13,9,78,31:05:00,1,1999,POST,defense
4,DAL,1,27.0,27,66,374,5.7,20,7,50,35:57:00,-3,1999,POST,defense
5,DET,1,27.0,27,78,389,5.0,23,6,75,38:28:00,0,1999,POST,defense
6,JAX,2,20.0,40,123,422,3.4,27,14,129,28:06:00,3,1999,POST,defense
7,WAS,2,13.5,27,122,444,3.6,27,14,151,27:34:00,-1,1999,POST,defense
8,TB,2,12.0,24,122,466,3.8,27,11,109,31:43:00,2,1999,POST,defense
9,MIA,2,39.5,79,124,691,5.6,33,9,61,30:18:00,-3,1999,POST,defense
10,MIN,2,29.5,59,107,794,7.4,41,17,131,25:56:00,3,1999,POST,defense
11,LAR,3,19.7,59,213,1045,4.9,66,20,117,33:32:00,-1,1999,POST,defense
12,TEN,4,17.2,69,243,1320,5.4,75,34,279,26:27:00,1,1999,POST,defense
1,TEN,16,11.9,191,908,3813,4.2,214,97,778,26:18:00,0,2000,REG,defense
2,BAL,16,10.3,165,924,3967,4.3,216,84,535,27:41:00,23,2000,REG,defense
3,BUF,16,21.9,350,966,4426,4.6,252,103,905,29:24:00,7,2000,REG,defense
4,WAS,16,16.8,269,937,4465,4.8,254,106,781,29:41:00,0,2000,REG,defense
5,NYG,16,15.4,246,989,4540,4.6,274,80,728,28:21:00,7,2000,REG,defense
6,MIA,16,14.1,226,994,4625,4.7,289,87,793,30:30:00,15,2000,REG,defense
7,PIT,16,15.9,255,985,4713,4.8,252,105,876,29:40:00,14,2000,REG,defense
8,NO,16,19.1,305,949,4743,5.0,279,105,837,29:33:00,9,2000,REG,defense
9,TB,16,16.8,269,1047,4800,4.6,283,95,688,31:41:00,18,2000,REG,defense
10,PHI,16,15.3,245,1055,4815,4.6,295,111,936,31:14:00,1,2000,REG,defense
11,NYJ,16,20.1,321,1033,4820,4.7,267,102,843,30:52:00,-5,2000,REG,defense
12,JAX,16,20.4,327,934,4862,5.2,252,96,814,29:38:00,1,2000,REG,defense
13,LAC,16,27.5,440,1061,4959,4.7,312,106,851,32:10:00,-28,2000,REG,defense
14,DET,16,19.2,307,993,5033,5.1,279,112,913,30:50:00,11,2000,REG,defense
15,GB,16,20.2,323,1012,5069,5.0,275,99,972,30:33:00,-5,2000,REG,defense
16,CHI,16,22.2,355,1035,5232,5.1,297,78,727,32:30:00,-9,2000,REG,defense
17,LVR,16,18.7,299,1014,5249,5.2,320,117,912,28:26:00,17,2000,REG,defense
18,KC,16,22.1,354,1041,5293,5.1,330,108,1020,32:30:00,3,2000,REG,defense
19,DAL,16,22.6,361,1021,5332,5.2,309,108,999,32:49:00,-13,2000,REG,defense
20,NE,16,21.1,338,1068,5353,5.0,326,94,859,32:42:00,-2,2000,REG,defense
21,IND,16,20.4,326,1018,5357,5.3,310,103,820,30:26:00,-8,2000,REG,defense
22,CIN,16,22.4,359,1068,5487,5.1,307,115,924,33:47:00,-14,2000,REG,defense
23,LAR,16,29.4,471,968,5496,5.7,321,101,747,29:06:00,-10,2000,REG,defense
24,DEN,16,23.1,369,962,5544,5.8,294,109,898,27:58:00,19,2000,REG,defense
25,ATL,16,25.8,413,998,5607,5.6,308,122,1010,30:30:00,-9,2000,REG,defense
26,CAR,16,19.4,310,1005,5656,5.6,304,128,1073,30:13:00,3,2000,REG,defense
27,CLE,16,26.2,419,1122,5658,5.0,343,72,625,34:43:00,-3,2000,REG,defense
28,MIN,16,23.2,371,1011,5701,5.6,344,104,747,31:40:00,-11,2000,REG,defense
29,SF,16,26.4,422,1032,5705,5.5,347,102,857,31:45:00,2,2000,REG,defense
30,ARI,16,27.7,443,1061,5746,5.4,344,98,934,33:28:00,-24,2000,REG,defense
31,SEA,16,25.3,405,1019,6391,6.3,331,96,694,32:28:00,-9,2000,REG,defense
1,TEN,1,24.0,24,43,134,3.1,6,7,50,19:31,-1,2000,POST,defense
2,DEN,1,21.0,21,55,240,4.4,13,4,30,32:23:00,-1,2000,POST,defense
3,TB,1,21.0,21,68,277,4.1,20,2,20,34:53:00,0,2000,POST,defense
4,LAR,1,31.0,31,63,301,4.8,17,5,40,31:31:00,-3,2000,POST,defense
